"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx"
297838,"7068","high","low",425,325,"no","Argon-Industries","no",4,2.06562408459029
297839,"7068","high","low",500,300,"no","L27","no",5,1.95063696318251
297840,"7475","low","low",550,350,"no","MasterAlloys","no",5,1.89711467006886
297841,"7055","high","high",425,325,"no","L27","no",5,1.83713546739076
297842,"7068","med","low",575,475,"uncertain","Argon-Industries","no",2,2.07660947366927
297843,"2324","high","low",575,475,"yes","Argon-Industries","no",5,2.06299352592784
297844,"6061","high","low",525,350,"no","Argon-Industries","no",2,1.9177869314773
297845,"6061","med","low",600,400,"no","L27","no",5,1.85396346762891
297846,"2324","low","low",575,475,"no","Argon-Industries","no",5,2.1225854957386
297847,"5052","high","med",450,300,"no","Argon-Industries","no",2,2.1055328939263
297848,"2324","high","low",500,400,"yes","L27","no",2,2.08229548942898
297849,"6063","high","med",600,500,"no","Argon-Industries","no",4,2.08900051861152
297850,"7068","low","med",525,475,"no","MasterAlloys","no",2,1.98117107625404
297851,"2224","med","low",425,500,"yes","L27","no",2,1.98574647993207
297852,"7475","high","high",575,425,"yes","L27","no",2,1.91465245988092
297853,"5052","low","low",575,400,"no","MasterAlloys","no",4,1.91212410075944
297854,"7475","med","high",600,500,"no","Argon-Industries","no",2,1.96972241207062
297855,"2224","high","high",575,300,"no","L27","no",3,1.92416054596132
297856,"2324","med","low",400,475,"no","Argon-Industries","no",5,1.88095104590111
297857,"2024-T3","high","low",475,350,"no","L27","no",5,2.02398995578925
297858,"7475","high","low",525,500,"no","Argon-Industries","no",2,2.00666891967923
297859,"7075-T6","high","high",450,450,"no","Argon-Industries","no",2,2.12727296883179
297860,"7475","med","low",525,350,"yes","L27","no",1,1.69448689362262
297861,"2324","med","high",575,400,"no","L27","no",2,1.9594639143086
297862,"5052","high","med",500,375,"no","Argon-Industries","no",2,1.77517804682337
297863,"2024-X","low","low",575,400,"no","L27","no",5,1.77811528259102
297864,"2324","med","high",450,300,"no","MasterAlloys","no",5,2.09608200918426
297865,"2024-T3","med","low",600,300,"no","Argon-Industries","no",2,1.89763992337138
297866,"2224","high","low",475,350,"no","Argon-Industries","no",2,1.60835117565891
297867,"7475","high","high",425,500,"no","Argon-Industries","no",5,1.88515227472797
297868,"2024-T3","med","high",500,325,"no","Argon-Industries","no",3,1.72788751573869
297869,"2324","low","low",525,425,"yes","L27","no",2,2.07629042528571
297870,"2224","low","low",450,450,"no","Argon-Industries","no",2,1.88191039877073
297871,"2024-X","high","low",600,375,"uncertain","L27","no",5,1.89537634367245
297872,"2224","high","high",475,400,"yes","MasterAlloys","no",2,2.15817071134154
297873,"6061","high","high",600,450,"yes","Argon-Industries","no",2,1.97074146861133
297874,"2024-T3","low","low",550,350,"yes","L27","no",5,1.77401530520707
297875,"2324","high","low",500,375,"yes","MasterAlloys","no",5,2.03878214567352
297876,"2024-X","low","low",575,400,"no","Argon-Industries","no",5,1.83207337670456
297877,"6063","high","med",425,425,"no","Argon-Industries","no",2,1.87967252427719
297878,"7068","med","med",400,400,"no","L27","no",4,1.93214161121997
297879,"7055","low","high",525,350,"no","L27","no",5,2.04854727631464
297880,"7075-T6","low","high",575,500,"yes","Argon-Industries","no",2,2.03385935587625
297881,"7075-T6","high","high",550,450,"no","L27","no",5,1.85105613189551
297882,"2224","low","med",475,300,"no","L27","no",2,1.98688455450106
297883,"5052","med","high",550,500,"no","Argon-Industries","no",2,2.02643873961668
297884,"2024-T3","med","low",500,300,"no","L27","no",5,1.94971213906937
297885,"2024-T3","high","low",425,500,"no","L27","no",5,2.01428217772525
297886,"7055","low","med",525,325,"no","Argon-Industries","no",4,1.80394754800885
297887,"5052","low","low",525,500,"no","MasterAlloys","no",5,1.88885400747463
297888,"2024-X","high","low",600,400,"no","Argon-Industries","no",2,1.94175397803614
297889,"6063","high","high",475,425,"uncertain","Argon-Industries","no",2,1.74087858052986
297890,"2224","high","med",400,500,"no","Argon-Industries","no",5,2.04276867040871
297891,"2024-X","high","med",400,425,"uncertain","Argon-Industries","no",2,2.01493666146227
297892,"2024-T3","high","low",400,350,"no","MasterAlloys","no",4,2.008744070024
297893,"2324","med","low",550,425,"yes","L27","no",1,1.92291284705004
297894,"6063","med","med",550,425,"no","L27","no",2,2.09103423354152
297895,"2024-T3","high","high",550,425,"no","L27","no",2,1.87655263453286
297896,"5052","high","low",600,500,"no","MasterAlloys","no",2,1.90135856153614
297897,"6061","high","med",575,425,"no","Argon-Industries","no",2,1.99196147988914
297898,"2024-X","high","low",550,450,"no","Argon-Industries","no",5,1.72671982472233
297899,"7055","low","med",600,350,"uncertain","L27","no",5,1.8398506916096
297900,"2024-X","med","low",550,425,"no","Argon-Industries","no",2,1.85393270964216
297901,"6063","high","low",425,425,"no","L27","no",5,2.03629241265559
297902,"7075-T6","low","med",400,375,"no","L27","no",2,1.85292658461077
297903,"6063","high","low",575,500,"no","Argon-Industries","no",5,1.81231767586596
297904,"7068","low","med",450,400,"no","Argon-Industries","no",5,2.08431556257942
297905,"6061","low","med",450,350,"no","Argon-Industries","no",2,2.03285197997077
297906,"2324","high","low",550,350,"no","L27","no",2,2.10613467329766
297907,"7068","high","med",400,300,"no","Argon-Industries","no",2,2.14253349344757
297908,"7475","high","low",525,400,"no","L27","no",5,2.1414370027838
297909,"6063","high","med",425,400,"no","Argon-Industries","no",1,1.8936906845042
297910,"5052","high","low",475,450,"no","Argon-Industries","no",2,1.87139195490465
297911,"5052","high","high",475,350,"no","L27","no",2,1.82018383620229
297912,"7075-T6","med","low",525,400,"no","MasterAlloys","no",5,2.06586420149848
297913,"2024-T3","med","low",475,300,"no","Argon-Industries","no",2,2.28767174472958
297914,"2324","low","low",450,475,"no","L27","no",2,1.93450906977756
297915,"2324","high","low",475,475,"no","L27","no",2,1.80605379743115
297916,"7475","med","low",450,375,"no","MasterAlloys","no",2,1.82732361568031
297917,"7075-T6","low","low",500,300,"uncertain","MasterAlloys","no",2,2.02180174519462
297918,"2024-T3","med","high",525,475,"no","L27","no",2,2.03985166533146
297919,"7075-T6","med","high",475,325,"uncertain","L27","no",5,2.20619507557312
297920,"2324","high","low",575,400,"no","MasterAlloys","no",4,1.79879251538642
297921,"7068","high","high",550,300,"no","L27","no",5,1.91826174351841
297922,"7075-T6","low","high",600,325,"no","MasterAlloys","no",2,2.04049776370707
297923,"2224","med","high",575,375,"yes","L27","no",5,1.78071363282878
297924,"7475","low","high",500,400,"no","Argon-Industries","no",2,1.99804227056878
297925,"2324","high","high",400,500,"no","L27","no",2,2.05926334119567
297926,"2024-X","high","low",400,350,"uncertain","Argon-Industries","no",5,1.91371188324749
297927,"6063","med","low",450,375,"no","Argon-Industries","no",2,2.09832968223537
297928,"7475","high","low",500,350,"yes","Argon-Industries","no",2,2.06264440609727
297929,"7075-T6","high","low",525,375,"no","Argon-Industries","no",2,1.88833374447365
297930,"7055","high","low",475,425,"no","MasterAlloys","no",2,2.0809050431436
297931,"2224","high","low",600,500,"no","Argon-Industries","no",4,1.79403720552433
297932,"6063","low","high",425,375,"yes","Argon-Industries","yes",2,1.90861151802121
297933,"7055","med","med",425,350,"uncertain","Argon-Industries","no",2,1.79546818359657
297934,"2024-X","med","high",525,300,"no","Argon-Industries","no",2,2.06400684167378
297935,"2224","low","high",525,475,"no","MasterAlloys","no",2,1.63380997088108
297936,"7068","high","low",425,475,"no","L27","no",4,2.15057558830591
297937,"7068","med","med",450,300,"no","Argon-Industries","no",2,2.10219142626224
297938,"6063","high","high",400,425,"no","L27","no",2,2.10536391747286
297939,"7068","high","med",525,325,"yes","MasterAlloys","no",5,1.92187671365498
297940,"7068","med","high",600,350,"no","L27","no",2,2.02534487985644
297941,"2324","med","med",525,350,"no","Argon-Industries","no",5,1.9703476624394
297942,"6061","high","low",600,350,"no","Argon-Industries","no",2,1.90174975059158
297943,"6063","low","low",475,475,"no","L27","no",5,1.70007358037078
297944,"7068","med","high",400,500,"no","Argon-Industries","no",2,1.81850876019835
297945,"2024-X","high","low",525,350,"no","Argon-Industries","no",2,1.97325968540204
297946,"7055","high","low",400,325,"no","Argon-Industries","no",2,1.9282849274657
297947,"2224","low","low",525,300,"no","Argon-Industries","no",5,1.93302732234429
297948,"2224","low","low",450,475,"no","L27","no",5,1.73416087172618
297949,"2024-X","low","low",450,325,"no","Argon-Industries","no",5,1.98145950611081
297950,"2024-T3","low","low",500,450,"no","MasterAlloys","no",4,1.96120451541576
297951,"2324","med","low",425,375,"no","MasterAlloys","yes",2,2.08252037864763
297952,"7055","high","med",525,375,"yes","L27","no",2,1.55058926131313
297953,"6063","med","low",450,450,"yes","L27","no",2,1.97881716613437
297954,"2224","high","low",525,475,"no","Argon-Industries","no",5,1.83902039432791
297955,"6063","low","low",600,325,"no","Argon-Industries","no",2,1.55340795211819
297956,"6061","med","med",475,325,"uncertain","L27","no",2,1.87038510176817
297957,"7075-T6","med","low",525,400,"uncertain","L27","no",2,1.92812496529428
297958,"2024-T3","high","high",400,375,"no","Argon-Industries","no",4,2.06750577526333
297959,"5052","low","high",425,400,"no","L27","no",5,1.93321309131334
297960,"7075-T6","high","low",425,325,"no","Argon-Industries","no",2,2.14845025462459
297961,"7068","high","med",425,325,"uncertain","Argon-Industries","no",2,2.09487992876749
297962,"2024-X","high","low",600,325,"no","L27","no",1,2.11677434846956
297963,"2324","high","low",425,375,"no","Argon-Industries","no",2,1.42766457476234
297964,"7055","low","med",525,300,"no","MasterAlloys","no",2,1.89400185685441
297965,"2024-T3","high","med",450,375,"no","Argon-Industries","no",2,1.97228768281226
297966,"2324","high","high",600,300,"no","Argon-Industries","no",1,1.99264224397102
297967,"7075-T6","low","low",450,325,"no","L27","no",2,1.77832164473372
297968,"6061","high","low",425,450,"no","Argon-Industries","no",3,2.13388889397241
297969,"6061","low","med",550,450,"yes","Argon-Industries","no",5,1.45963242049263
297970,"7055","high","high",400,425,"no","Argon-Industries","no",5,2.14331506530344
297971,"2224","med","low",450,350,"no","L27","no",2,1.92433834375519
297972,"7055","high","med",450,300,"no","Argon-Industries","no",5,1.8020083129224
297973,"2024-X","high","high",475,450,"yes","L27","no",2,2.1622487276992
297974,"2324","med","med",575,350,"no","L27","no",5,1.93832423218508
297975,"7075-T6","low","low",575,500,"no","MasterAlloys","no",2,2.04194200746157
297976,"6063","high","low",450,425,"no","L27","yes",2,2.03291841221782
297977,"2024-T3","med","high",500,400,"no","Argon-Industries","no",2,2.01492263263087
297978,"2024-T3","high","med",525,425,"no","Argon-Industries","no",2,2.01097843168623
297979,"5052","high","low",400,300,"no","Argon-Industries","no",4,1.81474688530355
297980,"2224","high","med",425,425,"no","Argon-Industries","no",5,1.94667166254657
297981,"2324","high","med",475,500,"yes","L27","yes",5,2.13052869702634
297982,"7075-T6","high","med",575,375,"yes","MasterAlloys","no",1,1.96912684548911
297983,"2324","high","med",500,400,"no","Argon-Industries","no",2,2.23239857185367
297984,"7055","low","med",525,300,"no","Argon-Industries","no",2,1.97935589747848
297985,"7475","med","low",450,300,"uncertain","Argon-Industries","no",5,1.9937435011169
297986,"7055","high","low",425,450,"no","Argon-Industries","no",3,2.05216322033055
297987,"2024-T3","med","high",450,425,"no","L27","no",2,1.91825106837871
297988,"7068","high","med",475,350,"no","Argon-Industries","no",4,1.93534625784827
297989,"7075-T6","high","low",525,425,"no","L27","no",2,1.92223327627105
297990,"2324","high","high",500,425,"no","Argon-Industries","no",5,2.0354543457202
297991,"7068","high","low",450,300,"no","MasterAlloys","no",2,1.9586055827766
297992,"2224","low","low",475,450,"yes","Argon-Industries","no",5,1.68860052452379
297993,"7075-T6","high","high",575,500,"no","L27","no",2,1.89462605954339
297994,"7068","low","low",400,350,"no","Argon-Industries","no",2,2.14910176295269
297995,"7075-T6","low","low",600,400,"no","Argon-Industries","no",2,1.50911220135043
297996,"2024-X","high","high",525,400,"yes","Argon-Industries","no",2,1.89540621028876
297997,"2024-X","high","low",450,425,"yes","Argon-Industries","no",5,2.13199547648995
297998,"7068","low","low",575,325,"no","L27","no",3,1.937468545238
297999,"7055","low","high",550,375,"uncertain","Argon-Industries","no",2,2.0315385351144
298000,"2324","low","high",425,375,"uncertain","Argon-Industries","no",4,1.83592267055936
298001,"7055","med","low",525,400,"no","Argon-Industries","no",5,2.01423737899244
298002,"7475","low","high",575,500,"no","Argon-Industries","no",2,1.96134716949253
298003,"7475","high","low",550,500,"no","Argon-Industries","no",5,1.79601211106837
298004,"7075-T6","high","low",550,350,"no","Argon-Industries","no",2,1.98886069112426
298005,"6061","med","low",400,300,"no","L27","no",2,1.82555117424849
298006,"7055","med","low",575,475,"no","L27","no",1,1.96611107061755
298007,"7068","low","low",400,500,"no","L27","no",2,1.98335049397883
298008,"2024-X","high","low",550,500,"yes","Argon-Industries","no",2,1.89439325150097
298009,"7068","med","low",425,400,"no","Argon-Industries","no",3,2.01110961460148
298010,"7075-T6","high","low",550,375,"yes","L27","no",5,1.87294694439255
298011,"2224","med","low",400,400,"no","MasterAlloys","no",2,1.90367743751792
298012,"2324","med","low",425,475,"no","L27","no",5,2.0143990376401
298013,"7068","low","low",600,475,"no","L27","no",2,1.82445357548264
298014,"7068","high","med",600,500,"uncertain","MasterAlloys","no",2,1.90829374913727
298015,"7075-T6","high","med",450,300,"yes","Argon-Industries","no",4,2.01291703495309
298016,"7068","med","high",600,300,"no","Argon-Industries","no",2,2.11929809829592
298017,"7068","low","high",600,300,"no","Argon-Industries","no",2,1.78701708066664
298018,"7075-T6","high","med",475,500,"no","L27","no",2,1.9200676786167
298019,"7475","med","med",550,475,"no","Argon-Industries","no",2,1.77720920006123
298020,"6061","high","med",600,375,"yes","Argon-Industries","no",5,1.96949601423119
298021,"6061","low","low",400,400,"no","Argon-Industries","no",5,1.91109212355734
298022,"7475","med","low",450,300,"no","L27","no",4,1.74100710100237
298023,"2324","low","low",500,375,"no","L27","no",4,1.79457430493521
298024,"7055","high","low",525,450,"yes","MasterAlloys","no",3,2.08091218566421
298025,"2224","high","low",525,325,"no","L27","no",2,1.94736123490002
298026,"7068","med","high",525,325,"no","L27","no",5,1.96035752482619
298027,"2224","low","low",400,425,"no","Argon-Industries","no",5,2.06596106608873
298028,"7475","high","med",500,425,"yes","MasterAlloys","no",2,1.97669697061959
298029,"7068","high","low",550,325,"no","Argon-Industries","no",2,1.80498147024936
298030,"2324","low","med",575,450,"no","L27","no",3,2.12174444072202
298031,"6063","high","low",500,450,"uncertain","MasterAlloys","no",5,2.08266240362342
298032,"7068","med","med",575,325,"no","L27","no",2,1.90132173623483
298033,"2024-X","high","high",475,350,"no","L27","no",2,2.03078553877677
298034,"2024-X","low","high",500,500,"no","Argon-Industries","no",4,2.02514228365583
298035,"5052","med","low",525,475,"yes","MasterAlloys","no",2,1.78759779757718
298036,"2224","med","high",550,375,"no","MasterAlloys","no",5,1.81217541367449
298037,"2024-X","high","high",575,400,"no","Argon-Industries","no",5,1.55146530438565
