"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx","y_passXtremeDurability"
111525,"7075-T6","med","low",550,500,"yes","Argon-Industries","no",1,1.85153681265932,1
111526,"7068","high","low",500,500,"no","Argon-Industries","no",2,1.99580946206817,0
111527,"2324","low","low",475,400,"uncertain","L27","no",5,2.07739893411833,0
111528,"5052","med","low",500,300,"no","Argon-Industries","no",2,1.96643161167914,0
111529,"2324","med","med",500,400,"uncertain","L27","no",5,1.7373019081285,1
111530,"7068","low","med",600,500,"yes","Argon-Industries","no",5,1.93194232140647,0
111531,"7068","high","low",500,425,"no","L27","yes",2,1.99462621119133,1
111532,"2224","low","med",575,375,"no","L27","no",4,2.15615973097679,1
111533,"2324","med","med",400,475,"no","MasterAlloys","no",2,1.90961612450561,0
111534,"6063","high","low",475,350,"no","L27","no",2,1.42961087709373,1
111535,"7068","low","low",450,400,"no","Argon-Industries","no",2,1.89830833303347,0
111536,"7068","high","low",500,350,"yes","Argon-Industries","no",2,2.02386366267455,1
111537,"2224","high","low",400,400,"no","Argon-Industries","no",4,1.86499995457745,0
111538,"2024-X","high","low",575,400,"no","MasterAlloys","no",5,1.89920868739256,1
111539,"2224","high","low",575,375,"no","Argon-Industries","no",5,2.12612834718898,1
111540,"7068","med","med",400,400,"no","Argon-Industries","no",2,1.90974851388341,0
111541,"6063","high","low",450,425,"no","Argon-Industries","no",4,2.02584096145009,0
111542,"7055","high","low",525,475,"no","Argon-Industries","no",3,1.96286021863658,0
111543,"7075-T6","med","med",425,400,"no","MasterAlloys","no",5,1.93085391000194,0
111544,"2024-X","high","low",475,300,"no","Argon-Industries","no",2,1.79139155061848,1
111545,"7068","low","med",450,500,"uncertain","MasterAlloys","no",2,1.9546048174489,0
111546,"6063","low","med",450,400,"no","L27","no",2,1.71443521821584,0
111547,"7068","high","low",600,400,"uncertain","L27","no",2,2.21746867625203,1
111548,"5052","med","high",400,325,"no","Argon-Industries","no",5,1.72713286459577,0
111549,"2324","high","high",425,325,"no","MasterAlloys","no",2,1.89125550304503,1
111550,"6063","high","med",525,475,"no","Argon-Industries","no",2,2.07035818388868,1
111551,"7068","med","high",450,300,"uncertain","MasterAlloys","no",5,1.50721697133313,0
111552,"2324","low","med",525,350,"no","MasterAlloys","no",1,1.94433197958286,0
111553,"5052","low","high",475,350,"yes","L27","no",2,2.18333192187728,0
111554,"2024-X","high","low",500,425,"no","MasterAlloys","no",5,1.95310749063331,0
111555,"2324","high","high",525,450,"no","MasterAlloys","yes",2,1.90509365660507,0
111556,"2224","med","high",500,500,"yes","MasterAlloys","no",2,2.03014157062678,1
111557,"6061","high","low",450,425,"yes","MasterAlloys","no",2,1.88359732242744,0
111558,"7075-T6","high","med",525,450,"yes","L27","no",5,2.06049319184209,1
111559,"7475","low","low",525,300,"no","L27","no",2,1.90625560591294,1
111560,"6061","med","med",425,500,"no","MasterAlloys","no",5,2.07149034947429,0
111561,"7475","high","low",475,475,"yes","MasterAlloys","no",5,1.86180976863027,0
111562,"2224","high","low",550,325,"no","L27","no",5,1.97070173133346,1
111563,"6063","high","low",600,300,"no","L27","no",2,2.03258844767537,1
111564,"7475","low","high",575,400,"yes","Argon-Industries","no",2,1.82911215152823,0
111565,"2024-X","med","med",575,475,"no","Argon-Industries","no",5,1.97552739660147,1
111566,"7068","med","high",550,350,"uncertain","L27","no",4,1.83371796438863,1
111567,"6061","high","low",475,475,"uncertain","MasterAlloys","no",2,1.82010758890775,0
111568,"7075-T6","high","high",575,425,"no","MasterAlloys","no",2,2.07525306279295,1
111569,"7068","high","low",400,450,"no","MasterAlloys","no",5,1.65785468647235,0
111570,"7055","high","low",500,450,"no","Argon-Industries","no",5,1.59746085507233,1
111571,"2024-T3","high","high",575,300,"uncertain","L27","no",2,2.11788628504722,1
111572,"6063","med","high",600,400,"no","Argon-Industries","no",2,1.79488017574996,1
111573,"5052","med","med",450,500,"no","Argon-Industries","no",2,2.09386781497497,0
111574,"2324","med","low",400,400,"no","L27","no",4,1.99977097046026,0
111575,"7475","low","low",400,475,"no","L27","no",5,2.07534658736185,0
111576,"6063","high","med",600,350,"uncertain","Argon-Industries","no",4,1.64042271464413,0
111577,"7075-T6","high","high",450,350,"no","L27","no",5,2.08918487814753,0
111578,"2024-T3","high","med",525,450,"no","Argon-Industries","no",2,2.03701629412007,1
111579,"2324","high","low",500,350,"uncertain","Argon-Industries","no",2,1.9731035427142,1
111580,"6061","low","low",525,400,"no","Argon-Industries","no",2,2.12825487808751,1
111581,"2024-T3","med","high",450,325,"no","L27","no",2,2.08852834699074,1
111582,"7075-T6","med","low",450,400,"no","Argon-Industries","no",5,2.1119517084334,0
111583,"7475","high","high",425,400,"no","Argon-Industries","no",2,2.00951728228874,0
111584,"2024-X","high","low",550,325,"no","Argon-Industries","no",2,1.99496411704704,1
111585,"2324","low","low",400,325,"no","L27","no",5,2.0438494566682,1
111586,"2024-X","low","high",525,475,"no","Argon-Industries","no",1,2.11791895653179,1
111587,"2324","med","high",500,350,"uncertain","Argon-Industries","no",2,1.87997393080977,1
111588,"7475","high","med",500,425,"no","Argon-Industries","no",5,1.93315348459129,0
111589,"5052","low","low",475,500,"no","L27","no",2,1.83581185820724,0
111590,"2224","high","low",525,375,"no","Argon-Industries","no",1,1.97522850582225,1
111591,"5052","low","low",475,300,"no","L27","no",5,1.95446822024564,0
111592,"2024-T3","high","low",575,350,"no","L27","no",3,2.08872561119554,1
111593,"2024-T3","low","high",600,375,"no","Argon-Industries","no",2,1.47613531497408,0
111594,"2224","high","med",475,450,"no","MasterAlloys","no",5,2.07398339529469,1
111595,"2224","low","low",525,425,"yes","Argon-Industries","no",4,1.98484278536748,0
111596,"7075-T6","high","high",600,475,"no","MasterAlloys","no",4,1.87444511122436,1
111597,"7475","low","low",400,450,"no","L27","no",2,1.93136286312409,0
111598,"6061","high","med",600,425,"no","Argon-Industries","no",2,1.72724940539513,1
111599,"2024-T3","low","med",525,475,"yes","MasterAlloys","no",1,1.96495849794946,1
111600,"2224","med","low",450,375,"yes","Argon-Industries","no",2,2.25141738295505,0
111601,"7055","med","low",450,450,"uncertain","L27","no",5,2.04375966314163,0
111602,"7068","high","med",400,400,"uncertain","Argon-Industries","no",2,1.73172836888672,0
111603,"2024-T3","low","low",525,400,"yes","MasterAlloys","no",2,1.7993276927369,0
111604,"7475","med","med",450,300,"no","Argon-Industries","no",4,2.00920127670877,0
111605,"7075-T6","med","low",525,450,"no","Argon-Industries","no",5,1.85926116958461,0
111606,"2024-X","med","low",475,325,"no","Argon-Industries","no",5,1.95882037455551,1
111607,"6063","high","high",600,400,"no","MasterAlloys","no",5,2.01986440113967,0
111608,"2324","med","low",525,475,"no","L27","no",5,2.08153933282453,1
111609,"5052","high","low",500,425,"yes","Argon-Industries","no",2,1.87549692671377,0
111610,"5052","high","high",475,425,"no","Argon-Industries","no",2,2.00623078652473,0
111611,"7475","med","high",575,450,"yes","L27","no",2,2.10603317104293,0
111612,"2224","high","low",600,500,"no","Argon-Industries","no",1,2.07669755563532,0
111613,"6063","low","low",400,450,"no","Argon-Industries","no",2,1.88027391588932,0
111614,"7068","low","low",475,400,"no","MasterAlloys","no",5,1.63301524677907,0
111615,"7055","high","high",600,325,"no","MasterAlloys","no",2,2.26669809341779,1
111616,"7055","high","low",450,450,"no","L27","no",5,2.22250977684702,0
111617,"2024-X","med","low",550,450,"uncertain","MasterAlloys","no",2,2.14654657065907,0
111618,"7055","high","low",550,350,"no","L27","no",4,1.76457237578103,1
111619,"5052","low","med",475,375,"no","Argon-Industries","yes",4,2.08283216033989,0
111620,"7068","med","low",575,325,"no","L27","yes",2,1.95203104333737,1
111621,"6061","med","low",600,350,"no","Argon-Industries","no",5,2.14784415073493,0
111622,"5052","high","low",400,425,"no","Argon-Industries","no",5,1.72142220271333,0
111623,"7068","high","med",500,375,"no","Argon-Industries","yes",2,2.22232118678308,1
111624,"2224","high","low",450,425,"no","MasterAlloys","no",2,1.74672475084219,0
111625,"6061","med","high",600,300,"uncertain","MasterAlloys","no",2,1.7069232652832,0
111626,"7075-T6","high","low",525,450,"no","MasterAlloys","no",5,1.95438156455985,0
111627,"7055","low","low",450,450,"no","Argon-Industries","no",2,1.7166185829743,0
111628,"7075-T6","med","low",425,325,"no","Argon-Industries","no",2,1.98109610447089,1
111629,"7475","high","high",475,375,"no","MasterAlloys","no",4,2.17260123510612,0
111630,"2024-T3","med","high",525,500,"no","Argon-Industries","no",5,2.06642904524701,1
111631,"7055","med","high",575,350,"uncertain","Argon-Industries","no",2,2.13235182203462,1
111632,"7055","low","low",600,375,"no","MasterAlloys","no",4,1.98336944788569,1
111633,"2324","low","low",500,475,"no","MasterAlloys","no",2,1.88282078960848,1
111634,"2324","low","low",500,325,"no","L27","no",5,2.11967547618487,1
111635,"2224","high","low",600,300,"no","MasterAlloys","no",4,2.19148627021987,0
111636,"7475","high","low",550,350,"no","Argon-Industries","no",2,2.11292890241652,1
111637,"2024-X","med","med",425,300,"no","Argon-Industries","no",5,1.97561624830424,0
111638,"2024-T3","med","high",600,400,"no","Argon-Industries","no",4,2.09753658157823,0
111639,"6061","high","high",600,500,"no","Argon-Industries","no",5,1.90369509778634,0
111640,"6063","med","low",400,500,"no","MasterAlloys","no",2,1.93221716753306,0
111641,"7475","high","med",550,350,"uncertain","L27","no",4,1.97146724274543,1
111642,"7055","high","low",600,475,"no","L27","no",1,1.98002222146969,1
111643,"7475","high","low",400,325,"no","L27","no",3,2.12752510541192,1
111644,"2224","high","high",400,400,"no","MasterAlloys","no",3,2.1243908657212,0
111645,"5052","high","med",450,325,"no","L27","no",2,1.90481923163297,0
111646,"2224","med","low",400,400,"no","Argon-Industries","no",2,2.07767781821006,0
111647,"2224","low","low",450,375,"yes","MasterAlloys","no",4,1.94250918853998,0
111648,"7068","high","low",425,325,"no","Argon-Industries","no",3,1.87452177608511,1
111649,"6063","high","high",500,375,"no","L27","no",2,1.86202417193385,1
111650,"2024-X","med","low",550,475,"uncertain","MasterAlloys","no",2,1.98002925845746,1
111651,"6061","low","med",525,450,"no","Argon-Industries","no",2,1.76570039130368,1
111652,"2224","low","high",500,475,"no","Argon-Industries","no",1,1.72368097707077,1
111653,"5052","high","med",525,450,"no","L27","no",2,2.03975965195128,1
111654,"7075-T6","high","med",525,500,"uncertain","L27","no",5,1.86477559109372,0
111655,"7055","low","med",450,475,"yes","L27","no",2,1.94412129278382,1
111656,"7055","high","low",500,500,"no","MasterAlloys","no",2,2.01995180247716,1
111657,"6061","high","low",600,425,"no","MasterAlloys","no",5,1.67080118659379,0
111658,"6063","high","low",525,300,"no","L27","no",2,2.1514349428734,1
111659,"7055","low","med",575,425,"no","Argon-Industries","no",2,2.28847617807116,1
111660,"6063","high","high",550,300,"no","Argon-Industries","no",4,1.78997457771047,0
111661,"6061","low","low",475,325,"uncertain","MasterAlloys","no",2,1.95596363755972,0
111662,"7475","high","low",600,350,"no","Argon-Industries","no",4,1.9626371782644,1
111663,"2224","high","low",400,500,"no","Argon-Industries","no",2,2.06122041221212,1
111664,"2024-X","high","med",550,400,"yes","Argon-Industries","no",2,2.11714134805578,0
111665,"7055","high","low",550,450,"yes","Argon-Industries","no",2,2.09906806392372,1
111666,"6063","high","low",525,450,"no","Argon-Industries","no",2,2.00742207102999,1
111667,"7075-T6","high","high",425,500,"no","L27","no",1,2.09115400023401,1
111668,"7075-T6","med","med",550,350,"no","L27","no",5,1.91678396894141,0
111669,"6061","low","low",425,375,"no","Argon-Industries","no",2,2.07290506808547,0
111670,"7055","high","low",450,400,"yes","Argon-Industries","no",4,2.18043237340006,0
111671,"2024-T3","low","low",450,500,"yes","MasterAlloys","no",2,1.94971142919672,0
111672,"7075-T6","high","low",550,325,"no","Argon-Industries","yes",5,1.87573218980897,0
111673,"7075-T6","high","med",575,375,"yes","L27","no",3,2.00521068431157,1
111674,"2224","high","low",425,500,"no","MasterAlloys","no",2,2.20971880368112,0
111675,"2024-T3","med","low",425,450,"no","MasterAlloys","no",4,1.93208291612504,1
111676,"7068","high","low",575,300,"yes","Argon-Industries","no",4,1.92004233946167,0
111677,"2024-X","high","med",400,475,"no","L27","no",5,1.97176708407367,0
111678,"2024-T3","high","high",500,500,"no","Argon-Industries","no",2,1.93956834035494,1
111679,"2024-T3","med","low",525,400,"no","L27","no",2,1.86993176417878,1
111680,"7075-T6","high","high",425,450,"no","Argon-Industries","no",5,1.87306662960812,0
111681,"2024-X","high","low",450,500,"no","MasterAlloys","no",2,1.89792476646744,0
111682,"2224","low","high",600,400,"no","Argon-Industries","no",5,2.00488066961538,0
111683,"7068","low","low",425,475,"no","Argon-Industries","no",3,1.85325032054013,0
111684,"2324","high","med",450,400,"no","Argon-Industries","no",5,1.69227939409959,0
111685,"5052","high","low",550,425,"no","L27","no",2,1.99626886505637,1
111686,"7475","high","low",575,375,"yes","L27","no",2,1.77546124503365,1
111687,"7075-T6","low","low",425,450,"no","MasterAlloys","no",2,1.9100093089726,0
111688,"5052","high","low",525,400,"no","Argon-Industries","no",2,1.94008206457499,1
111689,"2024-X","high","low",600,400,"no","Argon-Industries","no",2,1.92655915002534,1
111690,"7055","high","low",475,475,"uncertain","L27","no",2,1.77046237510563,1
111691,"7075-T6","high","low",500,500,"no","MasterAlloys","no",2,1.91838266872438,1
111692,"7075-T6","high","med",525,350,"yes","MasterAlloys","no",5,1.95890037999736,0
111693,"6063","high","low",500,425,"no","Argon-Industries","no",2,1.69188428311307,1
111694,"2024-T3","low","low",550,300,"yes","L27","no",2,2.04682380845352,0
111695,"6063","high","low",500,350,"no","L27","no",2,2.19241146406336,1
111696,"7075-T6","low","low",575,375,"no","Argon-Industries","no",2,1.84477132746747,1
111697,"6061","high","low",400,325,"no","MasterAlloys","no",1,2.00865299852691,0
111698,"7475","high","med",525,375,"no","MasterAlloys","no",2,1.89845340900459,1
111699,"2224","low","high",500,300,"no","Argon-Industries","no",2,2.0489920924266,0
111700,"2024-X","med","low",400,325,"yes","Argon-Industries","no",5,1.7123532972377,0
111701,"7075-T6","low","low",525,300,"yes","MasterAlloys","no",2,2.069286551974,0
111702,"2024-X","low","low",600,500,"yes","L27","no",2,1.98711569196251,1
111703,"5052","low","high",425,400,"no","Argon-Industries","no",5,1.58049718684662,0
111704,"2324","low","low",400,450,"no","L27","no",5,1.7284689581238,0
111705,"7475","high","med",500,400,"no","Argon-Industries","no",3,2.07504638429843,1
111706,"6061","high","high",600,425,"no","L27","no",2,2.04958462417121,1
111707,"2224","low","low",525,450,"no","MasterAlloys","no",5,1.837174677694,1
111708,"6061","high","high",600,425,"no","MasterAlloys","no",5,1.72176462129397,0
111709,"2324","low","med",450,400,"yes","L27","no",5,2.20172353114067,0
111710,"2024-X","low","med",600,500,"yes","Argon-Industries","no",5,2.01118833539605,0
111711,"7075-T6","high","low",525,425,"no","MasterAlloys","no",2,1.86353409889592,1
111712,"6061","high","low",475,325,"uncertain","MasterAlloys","no",4,1.92727154122534,0
111713,"7068","high","high",450,475,"no","L27","no",2,1.92301298305586,0
111714,"7075-T6","med","low",525,350,"no","Argon-Industries","no",2,2.00287397327042,1
111715,"2024-X","med","low",550,500,"no","Argon-Industries","no",5,2.02044538873873,0
111716,"2024-X","med","high",550,425,"no","Argon-Industries","no",2,1.89168973695771,1
111717,"7075-T6","high","low",475,475,"no","MasterAlloys","no",2,1.91188475718802,0
111718,"2224","med","high",600,300,"uncertain","Argon-Industries","no",1,1.94316503686255,0
111719,"2224","high","low",600,300,"no","L27","no",4,1.91082943172007,0
111720,"7475","low","high",400,400,"no","MasterAlloys","no",5,1.85576580723171,0
111721,"2224","high","high",475,350,"no","Argon-Industries","no",5,2.14530501596502,0
111722,"6061","med","high",500,375,"no","Argon-Industries","no",5,1.90099724118026,0
111723,"7075-T6","low","high",600,450,"yes","MasterAlloys","no",4,1.8254546690743,0
111724,"2324","high","med",400,475,"no","Argon-Industries","no",2,1.91523256687426,0
111725,"6063","low","low",425,500,"uncertain","MasterAlloys","no",5,2.00093543642277,0
111726,"2324","med","low",500,375,"no","MasterAlloys","no",5,2.03502871759255,0
